company_id,company_cik,company_composite_figi,company_market_locale,company_share_class_figi,company_asset_type,company_ticker,company_name
7031,0000089089,BBG000BTHH16,us,BBG001S5WBJ5,stocks,SCI,Service Corporation International
7032,0000094049,BBG000BSMFN2,us,BBG001S5VXQ0,stocks,SCL,Stepan Co.
7033,0001551901,BBG003LB3TH0,us,BBG003LB3VC0,stocks,SCM,STELLUS CAPITAL INVESTMENT CORPORATION
7034,0001050825,BBG000BLBGS2,us,BBG001S89FD2,stocks,SCS,"Steelcase, Inc."
7035,0001349436,BBG000RKR4R8,us,BBG001SL3ZY2,stocks,SD,"SandRidge Energy, Inc."
7036,0001982518,BBG01J6P1WT2,us,BBG01J6P1XN6,stocks,SDHC,Smith Douglas Homes Corp.
7037,0001812923,BBG00XTHQGW9,us,BBG00XTHQGX8,stocks,SDHY,PGIM Short Duration High Yield Opportunities Fund
7038,0001737706,,us,,stocks,SDRL,Seadrill Limited
7039,0001703399,BBG00HTBWMG5,us,BBG00HTBWMH4,stocks,SE,"Sea Limited American Depositary Shares, each representing one Class A Ordinary Share"
7040,0001308106,,us,,stocks,SEALpA,Seapeak LLC 9.00% Series A Cumulative Redeemable Perpetual Preferred Units
7041,0001308106,,us,,stocks,SEALpB,Seapeak LLC 8.50% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units
7042,0001012100,BBG000C22QV7,us,BBG001SBSZ95,stocks,SEE,Sealed Air Corp.
7043,0001697500,BBG00G7D6C05,us,BBG00G7D6CQ7,stocks,SEI,"Solaris Energy Infrastructure, Inc."
7044,0001320414,BBG000QCHMH9,us,BBG001SMLRT4,stocks,SEM,SELECT MEDICAL HOLDINGS CORP
7045,0001831840,BBG00Z6S6258,us,BBG00Z6S6285,stocks,SEMR,"SEMrush Holdings, Inc."
7046,0001819142,BBG00YMWPMT3,us,BBG00YMWPMV0,stocks,SES,SES AI Corporation
7047,0001819142,BBG00YMYFMH3,us,,stocks,SES.WS,"SES AI Corporation  Warrants, each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50 per share"
7048,0000720672,BBG000BSS5C0,us,BBG001S5W081,stocks,SF,Stifel Financial Corp.
7049,0000720672,,us,,stocks,SFB,Stifel Financial Corp.5.20 percent Senior Notes due 2047
7050,0001430723,BBG000FB8PF8,us,BBG001T2HRB1,stocks,SFBS,ServisFirst Bancshares Inc.
7051,0001289877,,us,,stocks,SFL,SFL Corporation Ltd.
7052,0000720672,,us,,stocks,SFpB,"Stifel Financial Corp. Depositary Shares, Each Representing 1/1,000th Interest in a Share of 6.25% Non-Cumulative Preferred Stock, Series B"
7053,0000720672,,us,,stocks,SFpC,"Stifel Financial Corp. Depositary Shares, Each Representing 1/1, 000th Interest in a Share of 6.125% Non Cumulative Preferred Stock, Series C"
7054,0000720672,,us,,stocks,SFpD,"Stifel Financial Corp. Depositary Shares, Each Representing 1/1,000th Interest in a Share of 4.50% Non- Cumulative Preferred Stock, Series D"
7055,0001477815,BBG005NTTSP9,us,BBG005NTTSQ8,stocks,SG,"Sweetgreen, Inc."
7056,0001878057,,us,,stocks,SGHC,Super Group (SGHC) Limited
7057,0001002590,BBG000C07VV5,us,BBG001S7M0P9,stocks,SGU,"Star Group, L.P. Common Units Representing Limited Partner Interest"
7058,0001620533,BBG0063GCHH8,us,BBG0063GCHJ6,stocks,SHAK,Shake Shack Inc.
7059,0001846510,BBG011K3T2V7,us,BBG011K3T3Q1,stocks,SHCO,Soho House & Co Inc.
7060,0001306965,BBG0147BN6G2,us,BBG0147BN6H1,stocks,SHEL,Shell plc American Depositary Shares (Each represents two Ordinary shares)
7061,0001263043,BBG000BF95M8,us,BBG001S7BMC7,stocks,SHG,Shinhan Financial Group Co Ltd
7062,0001295810,BBG000Q3TSJ1,us,BBG001SM4XW6,stocks,SHO,"Sunstone Hotel Investors, Inc."
7063,,BBG019T922L8,us,BBG019T923G2,stocks,SHOC,Strive U.S. Semiconductor ETF
7064,0001594805,BBG008HBD923,us,BBG004DW5NC7,stocks,SHOP,Shopify Inc. Class A subordinate voting shares
7065,0001295810,,us,,stocks,SHOpH,"Sunstone Hotel Investors, Inc. 6.125% Series H Cumulative Redeemable Preferred Stock"
7066,0001295810,,us,,stocks,SHOpI,"Sunstone Hotel Investors, Inc. 5.70% Series I Cumulative Redeemable Preferred Stock"
7067,0000089800,BBG000BSXQV7,us,BBG001S5W2F9,stocks,SHW,The Sherwin-Williams Company
7068,0001049659,BBG000JM98S3,us,BBG001SBDQR1,stocks,SID,Companhia Siderurgica Nacional S.A. (CSN)
7069,0000832988,,us,,stocks,SIG,Signet Jewelers Limited
7070,0001512920,BBG000VX8S02,us,BBG001T2FK64,stocks,SII,Sprott Inc.
7071,0001567925,BBG005NB8NQ1,us,BBG005NB8NR0,stocks,SILA,"Sila Realty Trust, Inc."
7072,0000894315,BBG000BGZ832,us,BBG001S76RV1,stocks,SITC,SITE Centers Corp. Common Shares
7073,0001650729,BBG009T22D49,us,BBG009T22D67,stocks,SITE,"SiteOne Landscape Supply, Inc."
7074,0000091419,BBG000BT1715,us,BBG001S5W3H5,stocks,SJM,The J.M. Smucker Company
7075,0000319655,BBG000BT1MR4,us,BBG001S5W3M9,stocks,SJT,San Juan Basin Royalty Trust UBI
7076,0001713748,BBG000FCR8D5,us,BBG001S6LB05,stocks,SKE,Skeena Resources Limited
7077,0001774675,BBG00PP0KFT9,us,BBG00PP0KGK6,stocks,SKIL,Skillsoft Corp.
7078,0001801661,BBG00RQ732B6,us,BBG00RQ732C5,stocks,SKLZ,Skillz Inc.
7079,0001015650,BBG000BLN497,us,BBG001S91DP0,stocks,SKM,"SK Telecom Co., Ltd.  American Depositary Shares (Each representing 5/9th of a Ordinary Share of SK Telecom Co., LTD.)"
7080,0000899715,BBG000D2JB50,us,BBG001S7BZV7,stocks,SKT,Tanger Inc.
7081,0001065837,BBG000C4HKK2,us,BBG001S5XTG8,stocks,SKX,"Skechers U.S.A., Inc."
7082,0000090896,BBG000BT2TP0,us,BBG001S5W456,stocks,SKY,"Champion Homes, Inc."
7083,0000087347,BBG000BT41Q8,us,BBG001S5W4C8,stocks,SLB,Schlumberger Limited
7084,0001097362,BBG000LRMSB8,us,BBG001S7XWH6,stocks,SLF,Sun Life Financial Inc.
7085,0001040971,BBG000BVP5P2,us,BBG001S9Z1V2,stocks,SLG,SL Green Realty Corp.
7086,0000849869,BBG000BPDDB6,us,BBG001S6VPD9,stocks,SLGN,Silgan Holdings Inc
7087,0001040971,,us,,stocks,SLGpI,SL GREEN REALTY CORP 6.50% Series I Cumulative Redeemable Preferred Stock
7088,0001831313,BBG01QPVMX08,us,BBG01QPVMXX2,stocks,SLNZ,TCW Senior Loan ETF
7089,0001794783,BBG000GTP1B6,us,BBG001SQZ7Z7,stocks,SLQT,"SelectQuote, Inc."
7090,0001856485,BBG0122M8031,us,BBG0122M8040,stocks,SLVM,Sylvamo Corporation
7091,0000893538,BBG000BFV115,us,BBG001S6W0J7,stocks,SM,SM Energy Company
7092,0001366561,BBG00GQK3WB5,us,BBG00GQK3WC4,stocks,SMAR,Smartsheet Inc.
7093,0001038773,BBG000BP08R4,us,BBG001SDRQW6,stocks,SMBK,"SmartFinancial, Inc."
7094,0002024218,BBG01NY19Q38,us,BBG01NY19Q47,stocks,SMC,Summit Midstream Corporation
7095,0001022837,BBG000PMKCQ6,us,BBG001SLH608,stocks,SMFG,"Sumitomo Mitsui Financial Group, Inc American Depositary Shares (each representing 3/5th of a share of common stock)"
7096,0000825542,BBG000BT5PG5,us,BBG001S5W5H0,stocks,SMG,The Scotts Miracle-Gro Company
7097,0001690334,BBG00BKY9L66,us,BBG00BKY9L84,stocks,SMHI,SEACOR Marine Holdings Inc. Common Stock
7098,0000093389,BBG000BT68C6,us,BBG001S5W5Z0,stocks,SMP,Standard Motor Products
7099,0001822966,BBG00YG48NM6,us,BBG00YG48PG8,stocks,SMR,NuScale Power Corporation
7100,0001822966,BBG00YG49M29,us,,stocks,SMR.WS,"NuScale Power Corporation Warrants, each exercisable for one share of Class A Common Stock at an exercise price of $11.50 per share"
7101,0001837014,BBG00Z0H9PY2,us,BBG00Z0H9PZ1,stocks,SMRT,"SmartRent, Inc."
7102,0001842731,,us,,stocks,SMWB,Similarweb Ltd.
7103,0001957132,,us,,stocks,SN,"SharkNinja, Inc."
7104,0000091440,BBG000BT7JW9,us,BBG001S5W688,stocks,SNA,Snap-on Incorporated
7105,0001564408,BBG00441QMJ7,us,BBG00441QMK5,stocks,SNAP,Snap Inc.
7106,0001043000,BBG000BW7NT7,us,BBG001SBCJQ9,stocks,SNDA,"Sonida Senior Living, Inc."
7107,0001692063,BBG000DR87M7,us,BBG001SF1R75,stocks,SNDR,"Schneider National, Inc."
7108,0000845982,BBG000C2W4K5,us,BBG001SDCF10,stocks,SNN,Smith & Nephew plc
7109,0001640147,BBG007DHGNJ4,us,BBG007DHGNK2,stocks,SNOW,Snowflake Inc.
7110,0000018349,BBG000BLNZL4,us,BBG001S5S3G1,stocks,SNV,Synovus Financial Corp.
7111,0000018349,,us,,stocks,SNVpD,"Synovus Financial Corp. Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series D Liquidation Preference $25.00 per Share"
7112,0000018349,,us,,stocks,SNVpE,"Synovus Financial Corp. 5.875% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series E"
7113,0001177394,BBG000CL9JV4,us,BBG001SFQWB2,stocks,SNX,TD SYNNEX Corporation
7114,0000092122,BBG000BT9DW0,us,BBG001S5W777,stocks,SO,The Southern Company
7115,0002019061,BBG01Q55J4Z7,us,BBG01N6BVR30,stocks,SOBO,South Bow Corporation
7116,0001831481,BBG00Z6F4C10,us,BBG00Z6F4C29,stocks,SOC,Sable Offshore Corp.
7117,0000092122,,us,,stocks,SOJC,"The Southern Company Series 2017B 5.25% Junior Subordinated Notes due December 1, 2077"
7118,0000092122,,us,,stocks,SOJD,"The Southern Company Series 2020A 4.95% Junior Subordinated Notes due January 30, 2080"
7119,0000092122,,us,,stocks,SOJE,"The Southern Company Series 2020C 4.20% Junior Subordinated Notes due October 15, 2060"
7120,0001417892,BBG000V32719,us,BBG001T12XN3,stocks,SOL,"Emeren Group Ltd American Depositary Shares, each representing 10 shares"
7121,0001964738,BBG018YZH6T3,us,BBG018YZH6V0,stocks,SOLV,Solventum Corporation
7122,0000091767,BBG000D7HF89,us,BBG001S7M9F1,stocks,SON,Sonoco Products Company
7123,0000313838,BBG000BT7ZK6,us,BBG001S5W6H8,stocks,SONY,Sony Group Corporation American Depositary Shares (Each Representing One Share of Dollar Validated Common Stock)
7124,0000091847,BBG000BTBNC7,us,BBG001S5W848,stocks,SOR,"Source Capital, Inc."
7125,0001346610,BBG00GCTC8Y9,us,BBG00GCTC8Z8,stocks,SOS,"SOS Limited American Depositary Shares, one hundred and fifty (150) Class A Ordinary Shares"
7126,0000109177,BBG000DS5588,us,BBG001S63S71,stocks,SPB,"Spectrum Brands Holdings, Inc."
7127,0001706946,BBG00HTN2CQ3,us,BBG00HTN2DF3,stocks,SPCE,"Virgin Galactic Holdings, Inc."
7128,0000897802,BBG000BBBNF3,us,BBG001S5V6G0,stocks,SPE,"Special Opportunities Fund, Inc."
7129,0000897802,,us,,stocks,SPEpC,"Special Opportunities Fund, Inc. 2.75% Convertible Preferred Stock, Series C"
7130,0001063761,BBG000BJ2D31,us,BBG001S77WM9,stocks,SPG,"Simon Property Group, Inc."
7131,0000064040,BBG000BP1Q11,us,BBG001S5T5M8,stocks,SPGI,S&P Global Inc.
7132,0001063761,,us,,stocks,SPGpJ,"Simon Property Group, Inc. 8 3/8% Series J"
7133,0001005210,BBG000BJ7NF1,us,BBG001S6DDV6,stocks,SPH,Suburban Propane Partners L P
7134,0001795250,BBG00L9HLWV8,us,BBG00L9HLWW7,stocks,SPHR,Sphere Entertainment Co.
7135,0001816017,BBG00WCNHBW7,us,BBG00WCNHBY5,stocks,SPIR,"Spire Global, Inc."
7136,0001452857,BBG001LT3079,us,BBG001V0XZR9,stocks,SPLP,STEEL PARTNERS HOLDINGS L.P.
7137,0001452857,,us,,stocks,SPLPpA,"Steel Partners Holdings L.P. 6.0% Series A Preferred Units, no par value"
7138,0001930147,,us,,stocks,SPMA,"Sound Point Meridian Capital, Inc. 8.00% Series A Preferred Shares Due 2029"
7139,0001930147,BBG01N38KVB4,us,BBG01N38KW95,stocks,SPMC,"Sound Point Meridian Capital, Inc."
7140,0001576018,,us,,stocks,SPNT,SiriusPoint Ltd.
7141,0001576018,,us,,stocks,SPNTpB,"SiriusPoint Ltd. 8.00% Resettable Fixed Rate Preference Shares, Series B, $25.00 liquidation preference per share"
7142,0001639920,,us,,stocks,SPOT,Spotify Technology S.A.
7143,0001364885,BBG000PRJ2Z9,us,BBG001SKF1N8,stocks,SPR,"Spirit Aerosystems Holdings, Inc."
7144,0001772720,BBG00PP0KRL1,us,BBG00PP0KRM0,stocks,SPRU,Spruce Power Holding Corporation
7145,0000088205,BBG000BTGCV5,us,BBG001S5W9N5,stocks,SPXC,"SPX Technologies, Inc."
7146,0001338561,BBG000BMS6H6,us,BBG001SDQNX3,stocks,SPXX,NUVEEN S&P 500 DYNAMIC OVERWRITE FUND
7147,0001512673,BBG0018SLC07,us,BBG001TFLWL5,stocks,SQ,"Block, Inc."
7148,0000909037,BBG000BKK4S1,us,BBG001S7G2C6,stocks,SQM,Sociedad Quimica y Minera de Chile SA
7149,0001383395,BBG001LKFKJ8,us,BBG001V0WLM6,stocks,SQNS,Sequans Communications S.A. American Depositary Shares (each representing ten (10) Ordinary Shares)
7150,0001126956,BBG000BN6KG8,us,BBG001S5SSD9,stocks,SR,Spire Inc.
7151,0001032208,BBG000C2ZCH8,us,BBG001SBVZ73,stocks,SRE,Sempra
7152,0001032208,,us,,stocks,SREA,Sempra 5.750% Junior Subordinated Notes due 2079
7153,0001936224,BBG00X3GMTJ0,us,BBG00X3GMTK8,stocks,SRFM,Surf Air Mobility Inc.
7154,0001628063,BBG008NVFMN8,us,BBG008NVFMP6,stocks,SRG,"Seritage Growth Properties Class A common shares of beneficial interest, par value $0.01"
7155,0001628063,,us,,stocks,SRGpA,Seritage Growth Properties 7.00% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest
7156,0001043337,BBG000BB9Q78,us,BBG001S5RX58,stocks,SRI,"Stoneridge, Inc"
7157,0000016859,,us,,stocks,SRL,Scully Royalty Ltd. Common Shares
7158,0001400897,BBG000NTBD27,us,BBG001SQQVK0,stocks,SRV,NXG Cushing Midstream Energy Fund
7159,0001126956,,us,,stocks,SRpA,"Spire Inc. Depositary Shares, each representing a 1/1,000th interest in a share of 5.90% Series A Cumulative Redeemable Perpetual Preferred Stock"
7160,0000764038,BBG000BNPYN9,us,BBG001S9J7Z3,stocks,SSB,SouthState Corporation
7161,0000920371,BBG000JLC8L8,us,BBG001SB9QN0,stocks,SSD,"Simpson Manufacturing Co., Inc."
7162,0000314590,BBG000BBNC37,us,BBG001S5VW00,stocks,SSL,Sasol Limited
7163,0001805833,BBG00V76KZV6,us,BBG00V76KZW5,stocks,SST,"System1, Inc."
7164,0001805833,BBG00WFDH8W3,us,,stocks,SST.WS,"System1, Inc. Warrants, each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50 per share"
7165,0001549346,BBG002ZCK2V9,us,BBG002ZCK3M7,stocks,SSTK,"SHUTTERSTOCK, INC."
7166,0001477294,,us,,stocks,ST,Sensata Technologies Holding plc
7167,0001479094,BBG000BGLFP7,us,BBG001T9F312,stocks,STAG,"STAG INDUSTRIAL, INC."
7168,0000094344,BBG000D6YCQ9,us,BBG001S7KRL6,stocks,STC,Stewart Information Services Corporation
7169,0001757898,,us,,stocks,STE,STERIS plc
7170,0001473844,BBG00HZ69KP9,us,BBG00HZ69LD0,stocks,STEL,"Stellar Bancorp, Inc."
7171,0001758766,BBG00XP8NQN4,us,BBG00XP8NRN2,stocks,STEM,"Stem, Inc."
7172,0000102426,BBG000KHJ5H9,us,BBG001SKK3J3,stocks,STEW,"SRH Total Return Fund, Inc."
7173,0001723935,BBG00K62SK54,us,BBG00K62SKW4,stocks,STG,"Sunlands Technology Group, American Depositary Shares,  American Depositary Shares, every two (2) ADSs representing one (1) Class A Ordinary Share"
7174,0001471420,BBG000PNVDY1,us,BBG001T5SVR6,stocks,STK,"Columbia Seligman Premium Technology Growth Fund, Inc."
7175,0001605484,,us,,stocks,STLA,Stellantis N.V.
7176,0000932787,BBG000BD4GX2,us,BBG001S5WDM7,stocks,STM,STMicroelectronics N.V.
7177,0001131383,BBG000BNHRC5,us,BBG001S6JJQ3,stocks,STN,"Stantec, Inc."
7178,0001483934,,us,,stocks,STNG,Scorpio Tankers Inc.
7179,0001949543,BBG01C36Y855,us,BBG01C36Y873,stocks,STR,Sitio Royalties Corp.
7180,,BBG019DCJ8K8,us,BBG019DCJ9F2,stocks,STRV,Strive 500 ETF
7181,0000093751,BBG000BKFBD7,us,BBG001S5RLD5,stocks,STT,State Street Corporation
7182,0000093751,,us,,stocks,STTpG,"State Street Corporation Depositary shares, each representing a 1/4,000th ownership interest in a share of Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series G"
7183,0001849853,,us,,stocks,STVN,Stevanato Group S.p.A.
7184,0001465128,BBG000M1J270,us,BBG001T4JCN5,stocks,STWD,"STARWOOD PROPERTY TRUST, INC."
7185,,BBG01BBHTTJ9,us,BBG01BBHTVK2,stocks,STXD,Strive 1000 Dividend Growth ETF
7186,,BBG019ST16K8,us,BBG019ST17F2,stocks,STXE,Strive Emerging Markets Ex-China ETF
7187,,BBG01BBJ73Y9,us,BBG01BBJ74Y7,stocks,STXG,Strive 1000 Growth ETF
7188,,BBG01NJ0RB67,us,BBG01NJ0RCN6,stocks,STXI,Strive International Developed Markets ETF
7189,,BBG01BBJHKZ9,us,BBG01BBJHM03,stocks,STXK,EA Series Trust Strive Small-Cap ETF
7190,,BBG01LYJ5MP2,us,BBG01LYJ5NN2,stocks,STXM,Strive MidCap ETF
7191,,BBG01HTP8H17,us,BBG01HTP8HW3,stocks,STXT,Strive Total Return Bond ETF
7192,,BBG01BBJ5RF9,us,BBG01BBJ5S85,stocks,STXV,Strive 1000 Value ETF
7193,0000016918,BBG000J1QLT0,us,BBG001SD31G5,stocks,STZ,"Constellation Brands, Inc."
7194,0000311337,BBG000BRK7L6,us,BBG001S5YSF0,stocks,SU,"Suncor Energy, Inc."
7195,0000912593,BBG000BLJWF3,us,BBG001S7HRC0,stocks,SUI,"Sun Communities, Inc"
7196,0001621563,BBG006K8P6D1,us,BBG006K8P6F9,stocks,SUM,"Summit Materials, Inc. Class A Common Stock"
7197,0001552275,BBG00358K8S0,us,BBG00358K8T9,stocks,SUN,SUNOCO L.P.
7198,0000095552,BBG000BTNS79,us,BBG001S5WGG7,stocks,SUP,"Superior Industries International, Inc."
7199,0001831313,BBG01F2YGX17,us,BBG01F2YGXW3,stocks,SUPP,TCW Transform Supply Chain ETF
7200,0001517399,BBG00BTHHZ55,us,BBG00BTHJ014,stocks,SUPV,Grupo Supervielle S.A.
7201,0000909327,BBG000PLJG90,us,BBG001SKWHM5,stocks,SUZ,Suzano S.A. American Depositary Shares (each representing one Ordinary Share ) representing one Ordinary Share)
7202,0001883313,BBG01F5T0KZ3,us,BBG01F5T0LT8,stocks,SVV,"Savers Value Village, Inc."
7203,0002005951,,us,,stocks,SW,Smurfit Westrock plc
7204,0001739942,BBG00M1CKSK7,us,BBG00M1CKT98,stocks,SWI,SolarWinds Corporation Common Stock
7205,0000093556,BBG000BTQR96,us,BBG001S5WHT1,stocks,SWK,"Stanley Black & Decker, Inc."
7206,0001692115,BBG00FWP4JW4,us,BBG00FWP4JX3,stocks,SWX,"Southwest Gas Holdings, Inc."
7207,0000813623,BBG000BTSRZ5,us,BBG001S5WJ35,stocks,SWZ,"Swiss Helvetia Fund, Inc."
7208,0001514705,BBG000R1YXQ9,us,BBG001T90D25,stocks,SXC,SUNCOKE ENERGY INC
7209,0000310354,BBG000BTT5B8,us,BBG001S5WJ53,stocks,SXI,Standex International Corporation
7210,0000310142,BBG000J79P80,us,BBG001SF0100,stocks,SXT,Sensient Technology Corporation
7211,0001601712,BBG00658F3P3,us,BBG00658F3Q2,stocks,SYF,SYNCHRONY FINANCIAL
7212,0001601712,,us,,stocks,SYFpA,"Synchrony Financial Depositary Shares, each Representing a 1/40th Interest in a Share of 5.625% Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series A"
7213,0001601712,,us,,stocks,SYFpB,"Synchrony Financial Depositary Shares Each Representing a 1/40th Interest in a Share of 8.250% Fixed Rate Reset Non-Cumulative Perpetual Preferred Stock, Series B"
7214,0000310764,BBG000DN7P92,us,BBG001S8FR03,stocks,SYK,Stryker Corporation
7215,0000096021,BBG000BTVJ25,us,BBG001S5WJS8,stocks,SYY,Sysco Corporation
7216,0000732717,BBG000BSJK37,us,BBG001S5VWH2,stocks,T,AT&T Inc.
7217,0001144800,BBG000BBR1G3,us,BBG001S5WJZ0,stocks,TAC,TransAlta Corporation
7218,0001395064,BBG000LF8708,us,BBG001T8N8N0,stocks,TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock)
7219,0001499620,BBG0016XJ8S0,us,BBG001TCN2J9,stocks,TAL,TAL Education Group
7220,0001724965,BBG00JPH4HQ3,us,BBG00JPH4JG0,stocks,TALO,"Talos Energy, Inc. Common Stock"
7221,0000024545,BBG000BS7KS3,us,BBG001S5VQ21,stocks,TAP,Molson Coors Beverage Company Class B
7222,0000024545,BBG000KBCNV4,us,BBG001SK4MK7,stocks,TAP.A,Molson Coors Beverage Company Class A
7223,0000732717,,us,,stocks,TBB,AT&T Inc. 5.350 Percent Global Notes due 2066
7224,0001978954,,us,,stocks,TBBB,BBB Foods Inc.
7225,0000732717,,us,,stocks,TBC,AT&T Inc. 5.625% Global Notes due 2067
7226,0000768899,BBG000BP69N0,us,BBG001SC5XD8,stocks,TBI,"Trueblue, Inc."
7227,0001997652,BBG01K8HYF70,us,BBG01K8HYF98,stocks,TBN,Tamboran Resources Corporation
7228,0000733590,BBG000BN38Z7,us,BBG001S5SQG0,stocks,TCI,"Transcontinental Realty Investors, Inc."
7229,0001411688,BBG005CHSS32,us,BBG005CHSS41,stocks,TCS,"THE CONTAINER STORE GROUP, INC."
7230,0000947263,BBG000BXBHJ4,us,BBG001S60L15,stocks,TD,Toronto Dominion Bank
7231,0000816761,BBG000R0L5J4,us,BBG001SPRJ28,stocks,TDC,TERADATA CORPORATION
7232,0000919893,BBG000DL6S28,us,BBG001S7QPF1,stocks,TDF,Templeton Dragon Fund
7233,0001260221,BBG000L8CBX4,us,BBG001SPV1C1,stocks,TDG,TransDigm Group Incorporated
7234,0001477449,BBG0019T5SG0,us,BBG001TG5PC6,stocks,TDOC,"Teladoc Health, Inc."
7235,0001051512,BBG000BV0VK7,us,BBG001S5WM29,stocks,TDS,Telephone and Data Systems Inc.
7236,0001051512,,us,,stocks,TDSpU,"Telephone and Data Systems, Inc. Depositary Shares, Each Representing a 1/1,000th Interest in a 6.625% Series UU Cumulative Redeemable Perpetual Preferred Stock"
7237,0001051512,,us,,stocks,TDSpV,"Telephone and Data Systems, Inc. Depositary Shares, Each Representing a 1/1,000th Interest in a 6.000% Series VV Cumulative Redeemable Perpetual Preferred Stock"
7238,0000098222,BBG00HBQ35R8,us,BBG00HBQ36G8,stocks,TDW,"Tidewater, Inc."
7239,0001094285,BBG000BMT9T6,us,BBG001SDK336,stocks,TDY,Teledyne Technologies Incorporated
7240,0001704299,BBG00NPWMLR1,us,BBG00NPWMMH0,stocks,TEAF,Tortoise Sustainable and Social Impact Term Fund
7241,0000886986,BBG000BSJTT0,us,BBG001S60LH8,stocks,TECK,Teck Resources Limited
7242,0000814052,BBG000BV2R33,us,BBG001S5WMH3,stocks,TEF,"Telefonica, S.A."
7243,0000909112,BBG000BBDJ42,us,BBG001S5WMJ1,stocks,TEI,Templeton Emerging Markets Income Fund
7244,0001385157,,us,,stocks,TEL,TE Connectivity plc
7245,0001166663,,us,,stocks,TEN,Tsakos Energy Navigation Ltd.
7246,0001166663,,us,,stocks,TENpE,"Tsakos Energy Navigation Limited Series E Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares, par value $1.00"
7247,0001166663,,us,,stocks,TENpF,"Tsakos Energy Navigation Limited Series F Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares, par value $1.00"
7248,0000932470,BBG000BL1FQ7,us,BBG001S8DVV2,stocks,TEO,Telecom Argentina S.A.
7249,0000818686,BBG000C0CD58,us,BBG001S62NT9,stocks,TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares
7250,0000097216,BBG000C7B436,us,BBG001S6PZQ0,stocks,TEX,Terex Corporation
7251,0000092230,BBG000BYYLS8,us,BBG001S5YYC0,stocks,TFC,Truist Financial Corporation
7252,0000092230,,us,,stocks,TFCpI,"Truist Financial Corporation Depositary Shares, each representing 1/4,000th interest in a share of Series I Non-Cumulative Perpetual Preferred Stock"
7253,0000092230,,us,,stocks,TFCpO,"Truist Financial Corporation Depositary Shares, Each Representing a 1/1,000th Interest in a  Share of Series O Non-Cumulative Perpetual Preferred Stock"
7254,0000092230,,us,,stocks,TFCpR,"Truist Financial Corporation Depositary Shares, each representing 1/1,000th interest in a share of Series R Non-Cumulative Perpetual Preferred Stock"
7255,0001588823,BBG000HJS1F0,us,BBG001SCQG15,stocks,TFII,TFI International Inc.
7256,0001829726,BBG012PP0X53,us,BBG00QRZMFT6,stocks,TFPM,Triple Flag Precious Metals Corp.
7257,0001577134,,us,,stocks,TFSA,"Terra Income Fund 6, LLC 7.00% Notes due 2026"
7258,0000096943,BBG000BV59Y6,us,BBG001S5WNP2,stocks,TFX,Teleflex Incorporated
7259,0000850429,BBG000BLVNB3,us,BBG001S5S647,stocks,TG,Tredegar Corporation
7260,0001021162,BBG000BM7L13,us,BBG001S6MWK6,stocks,TGI,"Triumph Group, Inc."
7261,0001534675,,us,,stocks,TGLS,Tecnoglass Inc.
7262,0000039899,BBG000BK5DP1,us,BBG001S5RHD4,stocks,TGNA,TEGNA Inc.
7263,0000931427,BBG000DQX5M5,us,BBG001S80GV9,stocks,TGS,Transportadora de Gas del Sur S.A. ADS
7264,0000027419,BBG000H8TVT2,us,BBG001SC0K41,stocks,TGT,Target Corporation
7265,0000070318,BBG000CPHYL4,us,BBG001S70FY0,stocks,THC,Tenet Healthcare Corporation New
7266,0000944695,BBG000FJH8W0,us,BBG001S8KZF3,stocks,THG,"The Hanover Insurance Group, Inc."
7267,,BBG01PXDDHQ8,us,BBG01PXDDJW7,stocks,THIR,THOR Index Rotation ETF
7268,,BBG019LVZVX4,us,BBG019LVZWW3,stocks,THLV,THOR Equal Weight Low Volatility ETF
7269,0000730263,BBG000BV6R84,us,BBG001S5WPH6,stocks,THO,"Thor Industries, Inc."
7270,0001604522,BBG0069FLDL8,us,BBG0069FLDK9,stocks,THQ,abrdn Healthcare Opportunities Fund
7271,0001489096,BBG001HNSYT2,us,BBG001V0BDC8,stocks,THR,"THERMON GROUP HOLDINGS, INC."
7272,0001320695,BBG000GQGJT4,us,BBG001SP0625,stocks,THS,"Treehouse Foods, Inc."
7273,0001635977,BBG008NVFX09,us,BBG008NVFX18,stocks,THW,abrdn World Healthcare Fund
7274,0001826168,BBG00XS5M9S1,us,BBG00XS5MBP9,stocks,TIMB,TIM S.A. American Depositary Shares (Each representing 5 Common Shares)
7275,0000318833,BBG000BVCV15,us,BBG001S5WRW5,stocks,TISI,"Team, Inc."
